date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:43:07	22025/22025	---MCZ	200	added ('OK')	text/css	etag:W/%22673e5161-5609%22	https://scholarrock.com/wp-content/plugins/wp-responsive-menu/assets/css/wpr-hamburger.css?ver=3.1.8	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/wp-responsive-menu/assets/css/wpr-hamburger3a79.css	(from https://scholarrock.com/)
06:43:08	16939/16939	---MCZ	200	added ('OK')	text/css	etag:W/%22673e5161-422b%22	https://scholarrock.com/wp-content/plugins/wp-responsive-menu/assets/css/wprmenu.css?ver=3.1.8	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/wp-responsive-menu/assets/css/wprmenu3a79.css	(from https://scholarrock.com/)
06:43:08	12813/12813	---MCZ	200	added ('OK')	text/css	etag:W/%22673e5161-320d%22	https://scholarrock.com/wp-content/plugins/wp-responsive-menu/inc/assets/icons/wpr-icons.css?ver=3.1.8	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/wp-responsive-menu/inc/assets/icons/wpr-icons3a79.css	(from https://scholarrock.com/)
06:43:09	7594/7594	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Dec%202024%2014:43:09%20GMT	https://use.typekit.net/iuz5vjh.css?ver=3.4.8	C:/Users/HP/Documents/programming/clones/scholar-rock/use.typekit.net/iuz5vjhb045.css	(from https://scholarrock.com/)
06:43:09	59016/59016	---MCZ	200	added ('OK')	text/css	etag:W/%22673e5160-e688%22	https://scholarrock.com/wp-includes/css/dashicons.min.css?ver=6.7.1	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-includes/css/dashicons.min9704.css	(from https://scholarrock.com/)
06:43:09	146/146	---MCZ	200	added ('OK')	text/css	etag:W/%22673e5161-92%22	https://scholarrock.com/wp-content/themes/scholar-rock/fonts/stylesheet.css?ver=3.4.8	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/themes/scholar-rock/fonts/stylesheetb045.css	(from https://scholarrock.com/)
06:43:10	3185/3185	---MCZ	200	added ('OK')	text/css	etag:W/%22673e5161-c71%22	https://scholarrock.com/wp-content/themes/scholar-rock/css/accordion.css?ver=3.4.8	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/themes/scholar-rock/css/accordionb045.css	(from https://scholarrock.com/)
06:43:10	8804/8804	---MCZ	200	added ('OK')	text/css	etag:W/%22673e5161-2264%22	https://scholarrock.com/wp-content/themes/scholar-rock/lib/gutenberg/front-end.css?ver=3.4.8	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/themes/scholar-rock/lib/gutenberg/front-endb045.css	(from https://scholarrock.com/)
06:43:10	20021/20021	---MCZ	200	added ('OK')	text/css	etag:W/%22674613d6-4e35%22	https://scholarrock.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.32.0	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min444a.css	(from https://scholarrock.com/)
06:43:10	60642/60642	---MCZ	200	added ('OK')	text/css	etag:W/%22674614b5-ece2%22	https://scholarrock.com/wp-content/uploads/elementor/css/custom-frontend.min.css?ver=1732646069	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/uploads/elementor/css/custom-frontend.min15f4.css	(from https://scholarrock.com/)
06:43:11	16471/16471	---MCZ	200	added ('OK')	text/css	etag:W/%22674613d6-4057%22	https://scholarrock.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://scholarrock.com/)
06:43:11	10260/10260	---MCZ	200	added ('OK')	text/css	etag:W/%22674613d6-2814%22	https://scholarrock.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.25.10	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min18be.css	(from https://scholarrock.com/)
06:43:11	1302/1302	---MCZ	200	added ('OK')	text/css	etag:W/%22674614b5-516%22	https://scholarrock.com/wp-content/uploads/elementor/css/post-141.css?ver=1732646069	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/uploads/elementor/css/post-14115f4.css	(from https://scholarrock.com/)
06:43:11	974/974	---MCZ	200	added ('OK')	text/css	etag:W/%22674613d8-3ce%22	https://scholarrock.com/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min.css?ver=3.25.4	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min401f.css	(from https://scholarrock.com/)
06:43:11	77/77	---MCZ	200	added ('OK')	text/css	etag:W/%22674613d6-4d%22	https://scholarrock.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.25.10	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min18be.css	(from https://scholarrock.com/)
06:43:12	704/704	---MCZ	200	added ('OK')	text/css	etag:W/%22674613d6-2c0%22	https://scholarrock.com/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.25.10	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/elementor/assets/css/widget-text-editor.min18be.css	(from https://scholarrock.com/)
06:43:12	130/130	---MCZ	200	added ('OK')	text/css	etag:W/%22674613d6-82%22	https://scholarrock.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.25.10	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min18be.css	(from https://scholarrock.com/)
06:43:12	664/664	---MCZ	200	added ('OK')	text/css	etag:W/%22674614b5-298%22	https://scholarrock.com/wp-content/uploads/elementor/css/post-8.css?ver=1732646069	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/uploads/elementor/css/post-815f4.css	(from https://scholarrock.com/)
06:43:12	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673e515f-15601%22	https://scholarrock.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://scholarrock.com/)
06:43:13	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673e515f-3509%22	https://scholarrock.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://scholarrock.com/)
06:43:13	8700/8700	---MCZ	200	added ('OK')	application/javascript	etag:W/%22674613d5-21fc%22	https://scholarrock.com/wp-content/plugins/cookie-notice/js/front.min.js?ver=2.5.3	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/cookie-notice/js/front.min91ee.js	(from https://scholarrock.com/)
06:43:13	20391/20391	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673e5163-4fa7%22	https://scholarrock.com/wp-content/plugins/exit-notifier/assets/js/frontend.js?ver=1.9.1	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/exit-notifier/assets/js/frontend3109.js	(from https://scholarrock.com/)
06:43:14	13634/13634	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673e5163-3542%22	https://scholarrock.com/wp-content/plugins/exit-notifier/assets/js/jAlert.min.js?ver=1.9.1	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/exit-notifier/assets/js/jAlert.min3109.js	(from https://scholarrock.com/)
06:43:14	67061/67061	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673e5163-105f5%22	https://scholarrock.com/wp-content/plugins/exit-notifier/assets/js/sweetalert2.all.min.js?ver=1.9.1	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/exit-notifier/assets/js/sweetalert2.all.min3109.js	(from https://scholarrock.com/)
06:43:14	7197/7197	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673e5161-1c1d%22	https://scholarrock.com/wp-content/plugins/wp-responsive-menu/assets/js/modernizr.custom.js?ver=3.1.8	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/wp-responsive-menu/assets/js/modernizr.custom3a79.js	(from https://scholarrock.com/)
06:43:14	20388/20388	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673e5161-4fa4%22	https://scholarrock.com/wp-content/plugins/wp-responsive-menu/assets/js/touchSwipe.js?ver=3.1.8	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/wp-responsive-menu/assets/js/touchSwipe3a79.js	(from https://scholarrock.com/)
06:43:14	9171/9171	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673e5161-23d3%22	https://scholarrock.com/wp-content/plugins/wp-responsive-menu/assets/js/wprmenu.js?ver=3.1.8	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/wp-responsive-menu/assets/js/wprmenu3a79.js	(from https://scholarrock.com/)
06:43:17	273509/273509	---MCZ	200	added ('OK')	application/json	date:Wed,%2018%20Dec%202024%2014:43:16%20GMT	https://scholarrock.com/wp-json/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-json/index.html	(from https://scholarrock.com/)
06:43:18	238387/238387	---MCZ	200	added ('OK')	application/json	date:Wed,%2018%20Dec%202024%2014:43:17%20GMT	https://scholarrock.com/wp-json/wp/v2/pages/8	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-json/wp/v2/pages/8.json	(from https://scholarrock.com/)
06:43:18	805/805	---MCZ	200	added ('OK')	text/xml	date:Wed,%2018%20Dec%202024%2014:43:18%20GMT	https://scholarrock.com/xmlrpc.php?rsd	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/xmlrpc0db0.php	(from https://scholarrock.com/)
06:43:18	2399/2399	---MCZ	200	added ('OK')	application/json	date:Wed,%2018%20Dec%202024%2014:43:18%20GMT	https://scholarrock.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscholarrock.com%2F	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-json/oembed/1.0/embed21be.json	(from https://scholarrock.com/)
06:43:19	2609/2609	---MCZ	200	added ('OK')	text/xml	date:Wed,%2018%20Dec%202024%2014:43:19%20GMT	https://scholarrock.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscholarrock.com%2F&format=xml	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-json/oembed/1.0/embedd2ba	(from https://scholarrock.com/)
06:43:19	42/42	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Wed,%2018%20Dec%202024%2014:43:19%20GMT	https://scholarrock.com/xmlrpc.php	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/xmlrpc.php	(from https://scholarrock.com/)
06:43:20	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2018%20Dec%202024%2014:43:20%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/HP/Documents/programming/clones/scholar-rock/www.googletagmanager.com/gtm.265445.delayed	(from https://scholarrock.com/)
06:43:21	954/954	---M--	200	added ('OK')	image/png	etag:%22673e5161-4ea%22	https://scholarrock.com/wp-content/uploads/2020/08/cropped-favicon-32x32.png	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/uploads/2020/08/cropped-favicon-32x32.png	(from https://scholarrock.com/)
06:43:21	6256/6256	---M--	200	added ('OK')	image/png	etag:%22673e5161-21a3%22	https://scholarrock.com/wp-content/uploads/2020/08/cropped-favicon-192x192.png	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/uploads/2020/08/cropped-favicon-192x192.png	(from https://scholarrock.com/)
06:43:21	5794/5794	---M--	200	added ('OK')	image/png	etag:%22673e5161-1ee0%22	https://scholarrock.com/wp-content/uploads/2020/08/cropped-favicon-180x180.png	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/uploads/2020/08/cropped-favicon-180x180.png	(from https://scholarrock.com/)
06:43:21	12807/12807	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22673e5161-3207%22	https://scholarrock.com/wp-content/uploads/2020/08/Logo.svg	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/uploads/2020/08/Logo.svg	(from https://scholarrock.com/)
06:43:22	95523/95523	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:22%20GMT	https://scholarrock.com/careers/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/careers/index.html	(from https://scholarrock.com/)
06:43:22	4691/4691	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:22%20GMT	https://scholarrock.com/cdn-cgi/l/email-protection	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/cdn-cgi/l/email-protection.html	(from https://scholarrock.com/)
06:43:23	142204/142204	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:22%20GMT	https://scholarrock.com/contact-us/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/contact-us/index.html	(from https://scholarrock.com/)
06:43:25	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22675fc58d-4d7%22	https://scholarrock.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://scholarrock.com/)
06:43:25	114063/114063	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:23%20GMT	https://scholarrock.com/our-company/board-of-directors/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/our-company/board-of-directors/index.html	(from https://scholarrock.com/)
06:43:26	121601/121601	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:23%20GMT	https://scholarrock.com/our-company/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/our-company/index.html	(from https://scholarrock.com/)
06:43:26	112511/112511	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:25%20GMT	https://scholarrock.com/our-company/management-team/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/our-company/management-team/index.html	(from https://scholarrock.com/)
06:43:26	1499/1499	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673e515f-5db%22	https://scholarrock.com/wp-includes/js/hoverIntent.min.js?ver=1.10.2	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-includes/js/hoverIntent.min3e5a.js	(from https://scholarrock.com/)
06:43:27	117950/117950	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:25%20GMT	https://scholarrock.com/our-science/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/our-science/index.html	(from https://scholarrock.com/)
06:43:27	81331/81331	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:26%20GMT	https://scholarrock.com/our-science/structural-insights-the-growth-factor-precursor/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/our-science/structural-insights-the-growth-factor-precursor/index.html	(from https://scholarrock.com/)
06:43:27	127823/127823	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:26%20GMT	https://scholarrock.com/our-science/platform/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/our-science/platform/index.html	(from https://scholarrock.com/)
06:43:27	4499/4499	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673e5161-1193%22	https://scholarrock.com/wp-content/themes/genesis/lib/js/menu/superfish.min.js?ver=1.7.10	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/themes/genesis/lib/js/menu/superfish.mina71a.js	(from https://scholarrock.com/)
06:43:28	130429/130429	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:27%20GMT	https://scholarrock.com/our-pipeline/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/our-pipeline/index.html	(from https://scholarrock.com/)
06:43:28	84670/84670	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:27%20GMT	https://scholarrock.com/our-science/publications-posters/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/our-science/publications-posters/index.html	(from https://scholarrock.com/)
06:43:28	132/132	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673e5161-84%22	https://scholarrock.com/wp-content/themes/genesis/lib/js/menu/superfish.args.min.js?ver=3.5.0	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/themes/genesis/lib/js/menu/superfish.args.min3b71.js	(from https://scholarrock.com/)
06:43:29	94348/94348	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:28%20GMT	https://scholarrock.com/our-pipeline/spinal-muscular-atrophy/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/our-pipeline/spinal-muscular-atrophy/index.html	(from https://scholarrock.com/)
06:43:29	93246/93246	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:28%20GMT	https://scholarrock.com/our-pipeline/oncology/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/our-pipeline/oncology/index.html	(from https://scholarrock.com/)
06:43:29	386/386	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673e5161-182%22	https://scholarrock.com/wp-content/themes/genesis/lib/js/skip-links.min.js?ver=3.5.0	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/themes/genesis/lib/js/skip-links.min3b71.js	(from https://scholarrock.com/)
06:43:30	83465/83465	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:29%20GMT	https://scholarrock.com/our-pipeline/anemia/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/our-pipeline/anemia/index.html	(from https://scholarrock.com/)
06:43:30	82156/82156	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:29%20GMT	https://scholarrock.com/our-pipeline/fibrosis/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/our-pipeline/fibrosis/index.html	(from https://scholarrock.com/)
06:43:30	94999/94999	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:30%20GMT	https://scholarrock.com/patients-families/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/patients-families/index.html	(from https://scholarrock.com/)
06:43:31	85374/85374	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:30%20GMT	https://scholarrock.com/our-pipeline/clinical-trials/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/our-pipeline/clinical-trials/index.html	(from https://scholarrock.com/)
06:43:31	78992/78992	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:30%20GMT	https://scholarrock.com/community-guidelines/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/community-guidelines/index.html	(from https://scholarrock.com/)
06:43:32	78954/78954	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:31%20GMT	https://scholarrock.com/expanded-access-policy/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/expanded-access-policy/index.html	(from https://scholarrock.com/)
06:43:32	13542/13542	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2018%20Dec%202024%2014:43:31%20GMT	https://kit.fontawesome.com/1dba5e31d4.js?ver=1	C:/Users/HP/Documents/programming/clones/scholar-rock/kit.fontawesome.com/1dba5e31d468b3.js	(from https://scholarrock.com/)
06:43:33	93136/93136	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:31%20GMT	https://scholarrock.com/privacy-policy/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/privacy-policy/index.html	(from https://scholarrock.com/)
06:43:33	89267/89267	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Dec%202024%2014:43:31%20GMT	https://scholarrock.com/terms-of-use/	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/terms-of-use/index.html	(from https://scholarrock.com/)
06:43:33	4906/4906	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673e5161-132a%22	https://scholarrock.com/wp-content/themes/scholar-rock/js/accordion.js?ver=3.4.8	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/themes/scholar-rock/js/accordionb045.js	(from https://scholarrock.com/)
06:43:33	3676/3676	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673e5161-e5c%22	https://scholarrock.com/wp-content/themes/genesis/lib/js/menu/responsive-menus.min.js?ver=1.1.3	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/themes/genesis/lib/js/menu/responsive-menus.minc358.js	(from https://scholarrock.com/)
06:43:33	6263/6263	---MCZ	200	added ('OK')	application/javascript	etag:W/%22674613d8-1877%22	https://scholarrock.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.25.4	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min401f.js	(from https://scholarrock.com/)
06:43:33	5252/5252	---MCZ	200	added ('OK')	application/javascript	etag:W/%22674613d6-1484%22	https://scholarrock.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.25.10	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min18be.js	(from https://scholarrock.com/)
06:43:34	54824/54824	---MCZ	200	added ('OK')	application/javascript	etag:W/%22674613d6-d628%22	https://scholarrock.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.25.10	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/elementor/assets/js/frontend-modules.min18be.js	(from https://scholarrock.com/)
06:43:34	4776/4776	---MCZ	200	added ('OK')	application/javascript	etag:W/%226746139d-12a8%22	https://scholarrock.com/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-includes/js/dist/hooks.min4fdd.js	(from https://scholarrock.com/)
06:43:34	9141/9141	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673e515f-23b5%22	https://scholarrock.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-includes/js/dist/i18n.minc33c.js	(from https://scholarrock.com/)
06:43:34	24914/24914	---MCZ	200	added ('OK')	application/javascript	etag:W/%22674613d8-6152%22	https://scholarrock.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.25.4	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/elementor-pro/assets/js/frontend.min401f.js	(from https://scholarrock.com/)
06:43:35	21464/21464	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673e515f-53d8%22	https://scholarrock.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://scholarrock.com/)
06:43:35	44127/44127	---MCZ	200	added ('OK')	application/javascript	etag:W/%22674613d6-ac5f%22	https://scholarrock.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.25.10	C:/Users/HP/Documents/programming/clones/scholar-rock/scholarrock.com/wp-content/plugins/elementor/assets/js/frontend.min18be.js	(from https://scholarrock.com/)
